Order_ID,Customer_ID,Order_Date,Product,Category,Region,Quantity,Unit_Price,Payment_Method,Marketing_Channel,Gross_Amount,Discount,Revenue,Cost,Profit,Payment_Status,Lost_Revenue_Payment,Delivery_Days,Order_Status,Lost_Revenue_Return,Last_Purchase_Days,Customer_Rating,Customer_Segment,Discount_Leak,Potential_Revenue_Leak
ORD08106,CUST01588,2025-06-18 20:30:00,TV,Electronics,South,4,16076,Net Banking,Google,64304,0,64304.0,42510.206959329,21793.793040671,Success,0.0,5,Completed,0.0,133,2.8,High Value At Risk,0.0,0.0
ORD08107,CUST05921,2025-06-18 21:00:00,Shoes,Fashion,East,2,1644,Debit Card,Direct,3288,0,3288.0,1964.8632252457296,1323.1367747542704,Success,0.0,3,Completed,0.0,36,2.0,Regular,0.0,0.0
ORD08108,CUST05261,2025-06-18 21:30:00,Laptop,Fashion,North,1,27666,UPI,Google,27666,20,22132.800000000003,15598.49344997063,6534.306550029372,Success,0.0,5,Completed,0.0,9,1.0,Regular,0.0,0.0
ORD08109,CUST04410,2025-06-18 22:00:00,Kitchen Appliance,Fashion,North,4,41825,Debit Card,Referral,167300,5,158935.0,132383.6816790642,26551.318320935796,Success,0.0,1,Completed,0.0,108,3.3,High Value At Risk,0.0,0.0
ORD08110,CUST05784,2025-06-18 22:30:00,Headphones,Home,East,2,1184,Credit Card,Google,2368,25,1776.0,1445.089990544674,330.91000945532596,Success,0.0,3,Completed,0.0,30,4.5,Regular,177.60000000000002,177.60000000000002
ORD08111,CUST00713,2025-06-18 23:00:00,Shoes,Fashion,West,3,6970,Net Banking,Direct,20910,15,17773.5,14550.48035983924,3223.019640160761,Success,0.0,4,Completed,0.0,64,3.7,Regular,0.0,0.0
ORD08112,CUST05407,2025-06-18 23:30:00,Laptop,Fashion,South,4,47764,Credit Card,Direct,191056,30,133739.19999999998,98347.10902499165,35392.09097500834,Success,0.0,8,Completed,0.0,86,3.7,High Value,0.0,0.0
ORD08113,CUST07991,2025-06-19 00:00:00,Watch,Accessories,West,4,5043,UPI,Google,20172,5,19163.399999999998,13179.61574516757,5983.784254832428,Success,0.0,1,Completed,0.0,8,1.5,Regular,0.0,0.0
ORD08114,CUST07421,2025-06-19 00:30:00,TV,Accessories,North,2,35615,Debit Card,Google,71230,0,71230.0,55782.56250231122,15447.437497688778,Success,0.0,12,Completed,0.0,134,1.4,High Value At Risk,0.0,0.0
ORD08115,CUST06844,2025-06-19 01:00:00,Smartphone,Electronics,South,1,2731,UPI,Email,2731,25,2048.25,1642.9940713449146,405.2559286550854,Success,0.0,5,Returned,2048.25,132,3.8,At Risk,204.82500000000002,2253.075
ORD08116,CUST02434,2025-06-19 01:30:00,Watch,Electronics,North,4,9713,Credit Card,Referral,38852,25,29139.0,17143.350929677286,11995.649070322714,Success,0.0,14,Completed,0.0,28,2.1,Regular,0.0,0.0
ORD08117,CUST03302,2025-06-19 02:00:00,Furniture,Fashion,North,3,20587,Debit Card,Instagram,61761,25,46320.75,35105.24324951156,11215.506750488443,Success,0.0,7,Completed,0.0,177,1.2,High Value At Risk,0.0,0.0
ORD08118,CUST00271,2025-06-19 02:30:00,TV,Accessories,South,4,36484,Net Banking,Google,145936,10,131342.4,89765.66901810117,41576.73098189883,Success,0.0,7,Completed,0.0,132,3.9,High Value At Risk,0.0,0.0
ORD08119,CUST09987,2025-06-19 03:00:00,TV,Electronics,North,3,49215,UPI,Direct,147645,15,125498.25,76320.90993334263,49177.34006665737,Success,0.0,11,Completed,0.0,89,2.1,High Value,0.0,0.0
ORD08120,CUST01080,2025-06-19 03:30:00,Watch,Home,North,2,39728,Credit Card,Google,79456,30,55619.2,42540.47038233939,13078.72961766061,Success,0.0,14,Cancelled,0.0,18,3.1,High Value,0.0,0.0
ORD08121,CUST05323,2025-06-19 04:00:00,Laptop,Accessories,East,1,40152,UPI,Referral,40152,20,32121.600000000002,24938.432695578158,7183.167304421844,Success,0.0,11,Completed,0.0,80,1.4,High Value,0.0,0.0
ORD08122,CUST08796,2025-06-19 04:30:00,Shoes,Accessories,East,2,5277,Net Banking,Instagram,10554,15,8970.9,6648.943305777945,2321.9566942220545,Success,0.0,1,Completed,0.0,97,1.9,At Risk,0.0,0.0
ORD08123,CUST05258,2025-06-19 05:00:00,Kitchen Appliance,Accessories,North,1,37738,Net Banking,Google,37738,15,32077.3,25526.927512697253,6550.372487302746,Success,0.0,10,Completed,0.0,18,2.5,High Value,0.0,0.0
ORD08124,CUST07983,2025-06-19 05:30:00,Headphones,Home,South,3,40867,UPI,Email,122601,15,104210.84999999999,66770.28985015537,37440.56014984462,Success,0.0,14,Completed,0.0,116,3.1,High Value At Risk,0.0,0.0
ORD08125,CUST09778,2025-06-19 06:00:00,Headphones,Electronics,North,3,34299,Debit Card,Direct,102897,15,87462.45,49366.622998663406,38095.82700133659,Failed,87462.45,8,Returned,87462.45,37,3.7,High Value,0.0,174924.9
ORD08126,CUST06215,2025-06-19 06:30:00,Kitchen Appliance,Electronics,West,2,1323,Credit Card,Instagram,2646,25,1984.5,1178.6118516804243,805.8881483195757,Success,0.0,9,Completed,0.0,76,3.6,Regular,0.0,0.0
ORD08127,CUST05007,2025-06-19 07:00:00,Shoes,Electronics,North,3,45807,Credit Card,Referral,137421,5,130549.95,80031.06590395609,50518.88409604391,Success,0.0,13,Completed,0.0,162,2.8,High Value At Risk,0.0,0.0
ORD08128,CUST03986,2025-06-19 07:30:00,Furniture,Electronics,East,3,36167,UPI,Email,108501,10,97650.90000000001,75260.50488651384,22390.39511348617,Success,0.0,10,Completed,0.0,73,2.8,High Value,0.0,0.0
ORD08129,CUST09588,2025-06-19 08:00:00,Kitchen Appliance,Electronics,North,2,8012,Net Banking,Referral,16024,10,14421.6,9313.523125515283,5108.076874484717,Success,0.0,9,Completed,0.0,163,1.5,At Risk,0.0,0.0
ORD08130,CUST08792,2025-06-19 08:30:00,Kitchen Appliance,Accessories,West,1,3744,UPI,Email,3744,30,2620.7999999999997,1452.992358611128,1167.8076413888716,Success,0.0,12,Cancelled,0.0,59,2.5,Regular,0.0,0.0
ORD08131,CUST08706,2025-06-19 09:00:00,Shoes,Home,South,3,18566,UPI,Email,55698,25,41773.5,26967.433661551793,14806.066338448207,Success,0.0,3,Completed,0.0,172,1.5,High Value At Risk,0.0,0.0
ORD08132,CUST05992,2025-06-19 09:30:00,Smartphone,Fashion,West,1,15985,Credit Card,Instagram,15985,25,11988.75,9648.07168731462,2340.6783126853807,Success,0.0,9,Completed,0.0,152,1.5,At Risk,1198.875,1198.875
ORD08133,CUST06228,2025-06-19 10:00:00,Shoes,Electronics,East,4,43716,Credit Card,Instagram,174864,10,157377.6,120118.9957262884,37258.60427371161,Success,0.0,5,Completed,0.0,143,2.0,High Value At Risk,0.0,0.0
ORD08134,CUST09259,2025-06-19 10:30:00,Furniture,Fashion,East,3,8978,Net Banking,Email,26934,15,22893.899999999998,13309.798287920177,9584.10171207982,Success,0.0,14,Completed,0.0,177,1.7,At Risk,0.0,0.0
ORD08135,CUST07834,2025-06-19 11:00:00,Smartphone,Electronics,South,4,7328,Credit Card,Email,29312,25,21984.0,16593.77790209349,5390.22209790651,Success,0.0,6,Completed,0.0,174,2.1,At Risk,0.0,0.0
ORD08136,CUST02887,2025-06-19 11:30:00,Shoes,Accessories,West,4,43638,Credit Card,Google,174552,15,148369.19999999998,115831.48727533342,32537.712724666562,Success,0.0,6,Completed,0.0,150,3.8,High Value At Risk,0.0,0.0
ORD08137,CUST02654,2025-06-19 12:00:00,Furniture,Accessories,West,3,19391,Credit Card,Email,58173,30,40721.1,26541.780057207186,14179.319942792812,Success,0.0,10,Cancelled,0.0,12,2.1,High Value,0.0,0.0
ORD08138,CUST09281,2025-06-19 12:30:00,Furniture,Fashion,West,3,41219,UPI,Referral,123657,0,123657.0,96921.92853032144,26735.071469678558,Success,0.0,1,Completed,0.0,21,2.9,High Value,0.0,0.0
ORD08139,CUST04865,2025-06-19 13:00:00,Smartphone,Electronics,West,2,25075,Debit Card,Google,50150,10,45135.0,25581.85743544966,19553.14256455034,Success,0.0,5,Completed,0.0,142,1.2,High Value At Risk,0.0,0.0
ORD08140,CUST02515,2025-06-19 13:30:00,Shoes,Electronics,North,3,36030,UPI,Direct,108090,0,108090.0,86594.75925973507,21495.240740264926,Success,0.0,2,Completed,0.0,100,4.4,High Value At Risk,0.0,0.0
ORD08141,CUST03970,2025-06-19 14:00:00,Shoes,Home,West,1,26780,Credit Card,Direct,26780,5,25441.0,17145.797235115308,8295.202764884692,Success,0.0,7,Completed,0.0,151,2.9,At Risk,0.0,0.0
ORD08142,CUST03285,2025-06-19 14:30:00,Headphones,Home,South,4,44531,Credit Card,Email,178124,5,169217.8,134680.26571743545,34537.534282564535,Success,0.0,1,Completed,0.0,70,1.2,High Value,0.0,0.0
ORD08143,CUST07741,2025-06-19 15:00:00,TV,Accessories,South,3,25584,Credit Card,Direct,76752,20,61401.600000000006,37464.99840496624,23936.601595033768,Success,0.0,3,Completed,0.0,174,2.0,High Value At Risk,0.0,0.0
ORD08144,CUST04567,2025-06-19 15:30:00,TV,Home,North,4,2002,Credit Card,Google,8008,15,6806.8,4603.388373038975,2203.411626961025,Failed,6806.8,10,Cancelled,0.0,87,1.3,Regular,0.0,6806.8
ORD08145,CUST02197,2025-06-19 16:00:00,Smartphone,Home,East,2,46566,Net Banking,Email,93132,15,79162.2,48955.70047499149,30206.499525008505,Failed,79162.2,8,Completed,0.0,43,4.9,High Value,0.0,79162.2
ORD08146,CUST00790,2025-06-19 16:30:00,Laptop,Accessories,East,3,45134,Credit Card,Direct,135402,0,135402.0,101655.7072466784,33746.2927533216,Success,0.0,14,Cancelled,0.0,68,2.4,High Value,0.0,0.0
ORD08147,CUST03476,2025-06-19 17:00:00,Kitchen Appliance,Electronics,South,1,24416,Debit Card,Google,24416,0,24416.0,19049.66682403239,5366.333175967611,Success,0.0,10,Completed,0.0,84,1.6,Regular,0.0,0.0
ORD08148,CUST09857,2025-06-19 17:30:00,Watch,Home,South,2,8181,UPI,Email,16362,15,13907.699999999999,10778.424683374316,3129.2753166256825,Success,0.0,13,Returned,13907.699999999999,109,1.4,At Risk,0.0,13907.699999999999
ORD08149,CUST01310,2025-06-19 18:00:00,Headphones,Fashion,North,4,49945,Credit Card,Instagram,199780,5,189791.0,151670.6737440508,38120.326255949214,Success,0.0,14,Cancelled,0.0,2,2.2,High Value,0.0,0.0
ORD08150,CUST00865,2025-06-19 18:30:00,Kitchen Appliance,Home,North,2,14387,Debit Card,Instagram,28774,10,25896.600000000002,20919.37563595023,4977.224364049773,Success,0.0,7,Completed,0.0,98,1.3,At Risk,0.0,0.0
ORD08151,CUST05390,2025-06-19 19:00:00,Shoes,Accessories,East,2,38917,Net Banking,Google,77834,20,62267.200000000004,34482.42593363962,27784.774066360384,Success,0.0,11,Completed,0.0,93,1.9,High Value At Risk,0.0,0.0
ORD08152,CUST03364,2025-06-19 19:30:00,Headphones,Fashion,North,1,4056,Debit Card,Referral,4056,20,3244.8,1928.2576118760533,1316.542388123947,Success,0.0,3,Completed,0.0,155,3.5,At Risk,0.0,0.0
ORD08153,CUST08216,2025-06-19 20:00:00,Laptop,Accessories,West,1,2240,Credit Card,Instagram,2240,15,1904.0,1378.9634337761047,525.0365662238953,Success,0.0,5,Completed,0.0,179,3.2,At Risk,0.0,0.0
ORD08154,CUST03004,2025-06-19 20:30:00,Headphones,Fashion,South,3,8003,Debit Card,Email,24009,25,18006.75,14941.278856610174,3065.4711433898265,Success,0.0,4,Completed,0.0,177,2.5,At Risk,1800.6750000000002,1800.6750000000002
ORD08155,CUST08503,2025-06-19 21:00:00,Laptop,Electronics,South,1,46945,Net Banking,Email,46945,20,37556.0,24484.815183649218,13071.184816350782,Success,0.0,1,Completed,0.0,170,4.0,High Value At Risk,0.0,0.0
ORD08156,CUST01232,2025-06-19 21:30:00,Watch,Home,South,3,32886,Net Banking,Direct,98658,10,88792.2,57023.11948785462,31769.080512145374,Success,0.0,4,Completed,0.0,13,2.9,High Value,0.0,0.0
ORD08157,CUST07960,2025-06-19 22:00:00,Laptop,Home,East,4,35848,Credit Card,Google,143392,25,107544.0,65041.660813302755,42502.339186697245,Success,0.0,3,Completed,0.0,177,4.9,High Value At Risk,0.0,0.0
ORD08158,CUST02712,2025-06-19 22:30:00,Laptop,Fashion,East,2,29679,Net Banking,Email,59358,20,47486.4,31407.840378508845,16078.559621491157,Success,0.0,4,Completed,0.0,2,2.9,High Value,0.0,0.0
ORD08159,CUST06582,2025-06-19 23:00:00,Furniture,Accessories,South,1,4259,Net Banking,Direct,4259,5,4046.0499999999997,2354.5613385946194,1691.4886614053803,Failed,4046.0499999999997,10,Cancelled,0.0,84,1.1,Regular,0.0,4046.0499999999997
ORD08160,CUST07706,2025-06-19 23:30:00,Laptop,Accessories,North,3,7627,Credit Card,Referral,22881,30,16016.699999999999,11988.1748233921,4028.525176607898,Success,0.0,10,Cancelled,0.0,157,2.7,At Risk,0.0,0.0
ORD08161,CUST00422,2025-06-20 00:00:00,Laptop,Fashion,East,2,18481,Net Banking,Direct,36962,5,35113.9,23414.982566063707,11698.917433936294,Success,0.0,8,Completed,0.0,34,2.8,High Value,0.0,0.0
ORD08162,CUST09966,2025-06-20 00:30:00,Shoes,Home,South,4,36132,Net Banking,Google,144528,20,115622.40000000001,82217.03610411564,33405.363895884366,Failed,115622.40000000001,10,Completed,0.0,144,1.8,High Value At Risk,0.0,115622.40000000001
ORD08163,CUST00947,2025-06-20 01:00:00,Headphones,Fashion,North,3,29025,Debit Card,Referral,87075,25,65306.25,47206.29223688912,18099.957763110877,Success,0.0,3,Completed,0.0,123,1.1,High Value At Risk,0.0,0.0
ORD08164,CUST09379,2025-06-20 01:30:00,TV,Electronics,East,1,8506,Credit Card,Direct,8506,10,7655.400000000001,4704.539409740725,2950.8605902592753,Success,0.0,2,Completed,0.0,128,4.7,At Risk,0.0,0.0
ORD08165,CUST01835,2025-06-20 02:00:00,TV,Home,South,3,29227,Net Banking,Instagram,87681,20,70144.8,41733.56972788161,28411.230272118395,Success,0.0,9,Completed,0.0,134,3.5,High Value At Risk,0.0,0.0
ORD08166,CUST01565,2025-06-20 02:30:00,Kitchen Appliance,Accessories,East,3,36649,Debit Card,Google,109947,20,87957.6,70825.96498955616,17131.635010443846,Failed,87957.6,4,Completed,0.0,147,2.7,High Value At Risk,0.0,87957.6
ORD08167,CUST07333,2025-06-20 03:00:00,Shoes,Electronics,West,2,45655,Net Banking,Direct,91310,5,86744.5,62234.11758957247,24510.382410427534,Success,0.0,10,Completed,0.0,86,1.2,High Value,0.0,0.0
ORD08168,CUST04945,2025-06-20 03:30:00,Smartphone,Electronics,East,4,25799,Net Banking,Direct,103196,25,77397.0,54800.31226557787,22596.68773442213,Success,0.0,2,Completed,0.0,144,3.8,High Value At Risk,0.0,0.0
ORD08169,CUST01309,2025-06-20 04:00:00,Watch,Home,West,2,37915,Credit Card,Referral,75830,0,75830.0,62825.135759085584,13004.864240914416,Success,0.0,9,Returned,75830.0,34,1.8,High Value,0.0,75830.0
ORD08170,CUST02987,2025-06-20 04:30:00,Furniture,Accessories,North,3,8625,UPI,Email,25875,15,21993.75,18436.580518817882,3557.169481182118,Success,0.0,4,Completed,0.0,162,2.2,At Risk,0.0,0.0
ORD08171,CUST00387,2025-06-20 05:00:00,Kitchen Appliance,Home,West,1,40842,Credit Card,Email,40842,20,32673.600000000002,22272.410626904948,10401.189373095054,Success,0.0,4,Completed,0.0,145,3.8,High Value At Risk,0.0,0.0
ORD08172,CUST06132,2025-06-20 05:30:00,Laptop,Fashion,North,2,43092,Credit Card,Direct,86184,20,68947.2,51809.181433662176,17138.01856633782,Success,0.0,10,Completed,0.0,87,2.0,High Value,0.0,0.0
ORD08173,CUST09354,2025-06-20 06:00:00,Headphones,Electronics,East,1,823,Net Banking,Direct,823,20,658.4000000000001,416.7843494236803,241.6156505763198,Success,0.0,14,Cancelled,0.0,100,1.9,At Risk,0.0,0.0
ORD08174,CUST03259,2025-06-20 06:30:00,Laptop,Home,North,3,42757,Debit Card,Email,128271,5,121857.45,74489.78984658596,47367.660153414035,Failed,121857.45,13,Completed,0.0,100,1.9,High Value At Risk,0.0,121857.45
ORD08175,CUST06122,2025-06-20 07:00:00,Furniture,Home,South,4,18871,UPI,Direct,75484,25,56613.0,45153.52118536635,11459.47881463365,Success,0.0,11,Completed,0.0,20,2.6,High Value,0.0,0.0
ORD08176,CUST04812,2025-06-20 07:30:00,Kitchen Appliance,Electronics,West,3,19100,Credit Card,Google,57300,10,51570.0,38848.164044468635,12721.835955531365,Success,0.0,6,Completed,0.0,36,4.8,High Value,0.0,0.0
ORD08177,CUST06575,2025-06-20 08:00:00,Laptop,Fashion,West,3,26838,Credit Card,Google,80514,15,68436.9,55704.201609138865,12732.69839086113,Success,0.0,6,Completed,0.0,114,1.9,High Value At Risk,0.0,0.0
ORD08178,CUST06698,2025-06-20 08:30:00,Kitchen Appliance,Accessories,East,1,18258,Net Banking,Direct,18258,15,15519.3,9557.393036517014,5961.906963482985,Success,0.0,5,Completed,0.0,2,4.9,Regular,0.0,0.0
ORD08179,CUST03934,2025-06-20 09:00:00,TV,Home,West,1,8648,Net Banking,Instagram,8648,15,7350.8,4081.2814995366134,3269.5185004633868,Success,0.0,2,Completed,0.0,166,4.8,At Risk,0.0,0.0
ORD08180,CUST01440,2025-06-20 09:30:00,Laptop,Electronics,South,4,42938,Credit Card,Google,171752,20,137401.6,114359.47369168099,23042.126308319013,Success,0.0,8,Completed,0.0,150,3.4,High Value At Risk,0.0,0.0
ORD08181,CUST06170,2025-06-20 10:00:00,Kitchen Appliance,Electronics,North,1,34857,Credit Card,Instagram,34857,15,29628.45,18471.514354597526,11156.935645402475,Failed,29628.45,7,Completed,0.0,83,3.6,Regular,0.0,29628.45
ORD08182,CUST04481,2025-06-20 10:30:00,Furniture,Fashion,East,4,32801,UPI,Email,131204,15,111523.4,74186.91705573771,37336.48294426229,Success,0.0,10,Cancelled,0.0,39,2.1,High Value,0.0,0.0
ORD08183,CUST00056,2025-06-20 11:00:00,Headphones,Home,North,1,28196,Net Banking,Email,28196,10,25376.4,18338.825054540415,7037.574945459586,Success,0.0,14,Completed,0.0,82,1.4,Regular,0.0,0.0
ORD08184,CUST03325,2025-06-20 11:30:00,Headphones,Electronics,North,4,24001,Debit Card,Direct,96004,10,86403.6,72862.5861415283,13541.013858471706,Success,0.0,1,Completed,0.0,153,2.0,High Value At Risk,0.0,0.0
ORD08185,CUST06778,2025-06-20 12:00:00,TV,Fashion,West,4,15220,Net Banking,Referral,60880,15,51748.0,34340.77624209165,17407.223757908352,Success,0.0,13,Completed,0.0,19,2.6,High Value,0.0,0.0
ORD08186,CUST00106,2025-06-20 12:30:00,Shoes,Home,North,2,40311,Debit Card,Referral,80622,10,72559.8,61298.73097182989,11261.06902817011,Success,0.0,11,Cancelled,0.0,155,2.7,High Value At Risk,0.0,0.0
ORD08187,CUST03202,2025-06-20 13:00:00,TV,Accessories,East,1,1587,Net Banking,Instagram,1587,10,1428.3,789.2305414605956,639.0694585394043,Success,0.0,7,Completed,0.0,113,1.8,At Risk,0.0,0.0
ORD08188,CUST00670,2025-06-20 13:30:00,TV,Accessories,South,1,25876,Net Banking,Email,25876,10,23288.4,17560.230083702012,5728.169916297989,Failed,23288.4,10,Cancelled,0.0,122,1.8,At Risk,0.0,23288.4
ORD08189,CUST08935,2025-06-20 14:00:00,Furniture,Home,North,3,44819,Debit Card,Email,134457,20,107565.6,91221.877083374,16343.722916626008,Success,0.0,7,Completed,0.0,171,2.1,High Value At Risk,0.0,0.0
ORD08190,CUST00967,2025-06-20 14:30:00,Laptop,Home,East,3,10327,Credit Card,Instagram,30981,5,29431.949999999997,21622.89753816204,7809.052461837957,Success,0.0,9,Completed,0.0,68,4.9,Regular,0.0,0.0
ORD08191,CUST00308,2025-06-20 15:00:00,Smartphone,Home,South,2,37852,Debit Card,Instagram,75704,20,60563.200000000004,47836.93519979689,12726.264800203113,Success,0.0,4,Returned,60563.200000000004,56,2.4,High Value,0.0,60563.200000000004
ORD08192,CUST02139,2025-06-20 15:30:00,Watch,Home,North,2,48588,UPI,Google,97176,10,87458.40000000001,64664.724825345926,22793.675174654083,Success,0.0,1,Completed,0.0,151,3.0,High Value At Risk,0.0,0.0
ORD08193,CUST00110,2025-06-20 16:00:00,Shoes,Fashion,South,2,8201,Credit Card,Instagram,16402,5,15581.9,10111.930117603964,5469.969882396035,Success,0.0,13,Completed,0.0,153,1.3,At Risk,0.0,0.0
ORD08194,CUST03633,2025-06-20 16:30:00,Shoes,Electronics,South,4,31224,Net Banking,Instagram,124896,25,93672.0,73926.59376236271,19745.40623763729,Success,0.0,11,Completed,0.0,96,3.1,High Value At Risk,0.0,0.0
ORD08195,CUST06729,2025-06-20 17:00:00,Furniture,Fashion,West,3,49537,Debit Card,Direct,148611,25,111458.25,85180.93055846162,26277.319441538377,Success,0.0,1,Completed,0.0,36,1.9,High Value,0.0,0.0
ORD08196,CUST05685,2025-06-20 17:30:00,Shoes,Electronics,South,3,9868,UPI,Direct,29604,10,26643.600000000002,18602.326693933766,8041.273306066236,Success,0.0,6,Completed,0.0,155,3.0,At Risk,0.0,0.0
ORD08197,CUST06500,2025-06-20 18:00:00,Laptop,Fashion,South,1,41336,Debit Card,Google,41336,5,39269.2,27157.917778345723,12111.282221654274,Success,0.0,10,Completed,0.0,91,2.0,High Value At Risk,0.0,0.0
ORD08198,CUST01916,2025-06-20 18:30:00,Kitchen Appliance,Home,East,3,48312,Debit Card,Referral,144936,30,101455.2,74324.1310408408,27131.068959159194,Success,0.0,8,Completed,0.0,128,2.8,High Value At Risk,0.0,0.0
ORD08199,CUST00557,2025-06-20 19:00:00,TV,Fashion,East,4,34278,Debit Card,Google,137112,5,130256.4,104260.44254592898,25995.957454071016,Success,0.0,10,Completed,0.0,85,2.7,High Value,0.0,0.0
ORD08200,CUST07620,2025-06-20 19:30:00,Watch,Electronics,East,4,30447,Net Banking,Google,121788,30,85251.59999999999,69790.46525961137,15461.134740388618,Success,0.0,10,Completed,0.0,40,2.7,High Value,8525.16,8525.16
ORD08201,CUST00105,2025-06-20 20:00:00,Furniture,Accessories,South,3,18539,Net Banking,Direct,55617,10,50055.3,39255.84744818367,10799.452551816335,Success,0.0,10,Completed,0.0,62,1.6,High Value,0.0,0.0
ORD08202,CUST02048,2025-06-20 20:30:00,Furniture,Home,East,1,43549,UPI,Direct,43549,15,37016.65,29897.42850545856,7119.221494541442,Success,0.0,5,Completed,0.0,2,3.5,High Value,0.0,0.0
ORD08203,CUST00146,2025-06-20 21:00:00,Laptop,Accessories,North,2,27775,Net Banking,Email,55550,10,49995.0,33824.98384043606,16170.016159563937,Success,0.0,12,Completed,0.0,43,1.8,High Value,0.0,0.0
ORD08204,CUST00874,2025-06-20 21:30:00,Headphones,Electronics,West,3,25753,UPI,Direct,77259,10,69533.1,47394.094251042654,22139.005748957352,Success,0.0,5,Completed,0.0,73,2.0,High Value,0.0,0.0
ORD08205,CUST00299,2025-06-20 22:00:00,Smartphone,Home,North,2,15454,Debit Card,Instagram,30908,10,27817.2,16887.803268481413,10929.396731518587,Success,0.0,7,Completed,0.0,36,1.1,Regular,0.0,0.0
ORD08206,CUST03239,2025-06-20 22:30:00,Kitchen Appliance,Home,East,2,35091,Debit Card,Direct,70182,30,49127.399999999994,32546.079308946624,16581.32069105337,Success,0.0,6,Completed,0.0,155,4.9,High Value At Risk,0.0,0.0
ORD08207,CUST08838,2025-06-20 23:00:00,Smartphone,Home,South,4,31576,Debit Card,Instagram,126304,15,107358.4,74340.37125445924,33018.02874554075,Failed,107358.4,13,Completed,0.0,36,2.9,High Value,0.0,107358.4
ORD08208,CUST06383,2025-06-20 23:30:00,Watch,Accessories,East,3,19992,UPI,Email,59976,25,44982.0,29895.345447064923,15086.654552935077,Success,0.0,3,Completed,0.0,137,3.0,High Value At Risk,0.0,0.0
ORD08209,CUST02512,2025-06-21 00:00:00,Laptop,Accessories,West,1,47727,Debit Card,Google,47727,25,35795.25,29252.797449482885,6542.452550517115,Failed,35795.25,2,Completed,0.0,128,4.2,High Value At Risk,3579.525,39374.775
ORD08210,CUST06597,2025-06-21 00:30:00,TV,Electronics,East,2,26435,UPI,Instagram,52870,10,47583.0,33500.43547311689,14082.564526883107,Success,0.0,3,Completed,0.0,105,3.9,High Value At Risk,0.0,0.0
ORD08211,CUST00784,2025-06-21 01:00:00,Shoes,Electronics,South,2,13550,Debit Card,Referral,27100,30,18970.0,13032.71830739368,5937.281692606321,Success,0.0,1,Completed,0.0,68,3.3,Regular,0.0,0.0
ORD08212,CUST04993,2025-06-21 01:30:00,Watch,Fashion,West,4,4828,Debit Card,Direct,19312,15,16415.2,12238.4428137506,4176.757186249401,Success,0.0,11,Completed,0.0,3,2.1,Regular,0.0,0.0
ORD08213,CUST00371,2025-06-21 02:00:00,Watch,Electronics,East,1,39193,Credit Card,Google,39193,10,35273.700000000004,24031.456984820372,11242.243015179632,Success,0.0,1,Completed,0.0,26,4.1,High Value,0.0,0.0
ORD08214,CUST00487,2025-06-21 02:30:00,Headphones,Fashion,East,4,1289,Debit Card,Referral,5156,10,4640.400000000001,3595.6304242600318,1044.7695757399688,Success,0.0,6,Completed,0.0,132,3.6,At Risk,0.0,0.0
ORD08215,CUST07379,2025-06-21 03:00:00,Headphones,Accessories,North,1,14418,Debit Card,Instagram,14418,15,12255.3,9301.531136094018,2953.7688639059816,Success,0.0,3,Completed,0.0,87,3.9,Regular,0.0,0.0
ORD08216,CUST03197,2025-06-21 03:30:00,Furniture,Electronics,North,3,4040,Net Banking,Google,12120,20,9696.0,5983.398908929148,3712.601091070852,Success,0.0,9,Completed,0.0,112,1.8,At Risk,0.0,0.0
ORD08217,CUST09553,2025-06-21 04:00:00,Furniture,Home,East,3,23865,Net Banking,Email,71595,5,68015.25,47996.527481839374,20018.722518160626,Success,0.0,5,Completed,0.0,93,3.2,High Value At Risk,0.0,0.0
ORD08218,CUST04288,2025-06-21 04:30:00,Watch,Fashion,East,2,13369,Net Banking,Instagram,26738,25,20053.5,14788.312203279826,5265.187796720174,Success,0.0,3,Completed,0.0,19,4.2,Regular,0.0,0.0
ORD08219,CUST02262,2025-06-21 05:00:00,Furniture,Fashion,South,1,6858,Debit Card,Email,6858,10,6172.2,4536.433904328834,1635.766095671166,Success,0.0,1,Completed,0.0,137,3.5,At Risk,0.0,0.0
ORD08220,CUST09149,2025-06-21 05:30:00,Kitchen Appliance,Fashion,East,3,49767,Debit Card,Google,149301,25,111975.75,93199.2897957329,18776.460204267103,Success,0.0,12,Completed,0.0,61,2.2,High Value,11197.575,11197.575
ORD08221,CUST08573,2025-06-21 06:00:00,Smartphone,Accessories,East,4,17155,Debit Card,Google,68620,30,48034.0,27358.378066331054,20675.621933668946,Success,0.0,10,Cancelled,0.0,9,2.8,High Value,0.0,0.0
ORD08222,CUST00239,2025-06-21 06:30:00,Watch,Fashion,North,2,42032,Debit Card,Direct,84064,10,75657.6,42946.14950154691,32711.450498453094,Success,0.0,8,Returned,75657.6,96,2.1,High Value At Risk,0.0,75657.6
ORD08223,CUST06844,2025-06-21 07:00:00,TV,Electronics,West,2,16266,Debit Card,Email,32532,0,32532.0,21707.124405249142,10824.875594750858,Success,0.0,11,Completed,0.0,30,1.7,High Value,0.0,0.0
ORD08224,CUST01106,2025-06-21 07:30:00,Shoes,Fashion,North,3,23587,Credit Card,Instagram,70761,0,70761.0,53349.1867358015,17411.8132641985,Success,0.0,7,Returned,70761.0,59,4.1,High Value,0.0,70761.0
